url,statuscode
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport01-feb2008.jpg,200
http://www.keck.usc.edu/research/grants-funding/grants/,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport19-mar2012.jpg,200
http://www.keck.usc.edu/2015/04/,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport20-jul2012.jpg,200
http://www.keck.usc.edu/category/news/biochemistry-and-molecular-biology/,200
http://www.keck.usc.edu/about-us/leadership/faculty-council/,200
http://keck.usc.edu/Research/Research_Institutes/Zilkha_Neurogenetic_Institute.aspx,301
http://www.keck.usc.edu/research/research-resources/policies-procedures/,200
http://www.keck.usc.edu/category/news/global-health/,200
http://www.keck.usc.edu/2014/09/,200
http://www.keck.usc.edu/research/research-training-education/training-career-development/,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport19-mar2012.pdf,200
http://www.keck.usc.edu/research/research-training-education/,200
http://www.keck.usc.edu/category/news/neuroimaging-informatics/,200
http://www.keck.usc.edu/research/about-keck-school-of-medicine-research/awards-distinctions/,200
http://www.keck.usc.edu/category/news/medicine/,200
http://www.keck.usc.edu/faculty-search/,200
http://www.keck.usc.edu/research/webcast-archives/,200
http://www.keck.usc.edu/category/news/otolaryngology/,200
http://www.keck.usc.edu/wp-content/uploads/2015/12/student-marquee.jpg,200
http://www.keck.usc.edu/education/md-program/student-affairs/visiting-student-clerkships/international-applicants/,200
http://www.keck.usc.edu/university-students-tackle-global-health-concerns/,200
http://www.keck.usc.edu/education/md-program/student-affairs/visiting-student-clerkships/,200
http://www.keck.usc.edu/category/uncategorized/,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport11-aug2010.pdf,200
http://www.keck.usc.edu/category/news/orthopaedic-surgery/,200
http://www.keck.usc.edu/education/student-services/student-life/,200
http://www.keck.usc.edu/research/research-resources/space-facilities/,200
http://www.keck.usc.edu/?p=7210,301
http://www.keck.usc.edu/ukro-benefit-dinner-to-honor-usc-leaders/,200
http://www.keck.usc.edu/keck-events/?ajaxCalendar=1&mo=3&yr=2016,200
http://www.keck.usc.edu/wp-content/uploads/2014/10/icon-about-us1.png,200
http://www.keck.usc.edu/wp-content/uploads/2016/02/Schaff-web.jpg,200
http://www.keck.usc.edu/education/md-program/combined-degrees/mdmph-four-year-program/,200
http://www.keck.usc.edu/wp-content/uploads/2014/12/CHLA-150x150.jpg,200
http://www.keck.usc.edu/research/institutes-centers-programs/,200
http://www.keck.usc.edu/keck-school-of-medicine-web-services/,200
http://www.keck.usc.edu/events-2/2016-02-29/,200
http://www.keck.usc.edu/2015/03/,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport23-jul2013.jpg,200
http://www.keck.usc.edu/education/md-program/admissions/,200
http://www.keck.usc.edu/about-us/visiting-keck-school-of-medicine/,200
http://www.keck.usc.edu/wp-content/uploads/revslider/home-scroller/scroller-whitecoat.jpg,200
http://www.keck.usc.edu/category/news/alzheimer-disease-research-center/,200
http://www.keck.usc.edu/research/research-training-education/find-a-mentor/,200
http://www.keck.usc.edu/events-2/2016-02-05/,200
http://www.keck.usc.edu/research/about-keck-school-of-medicine-research/,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport25-jan2014.jpg,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport09-mar2010.pdf,200
http://www.keck.usc.edu/category/news/broad-center/,200
http://www.keck.usc.edu/education/md-program/combined-degrees/md-mba-program/,200
http://www.keck.usc.edu/education/phd-programs/,200
http://www.keck.usc.edu/events-2/2016-02-17/,200
http://www.keck.usc.edu/usc-eye-institute-researchers-discover-a-way-to-improve-image-sharpness-for-blind-people-with-retinal-implants/,200
http://www.keck.usc.edu/wp-content/uploads/2016/02/Aisen-1-web-180x138.jpg,200
http://www.keck.usc.edu/category/news/cancer/,200
http://www.keck.usc.edu/events-2/tags/,200
http://www.keck.usc.edu/education/md-program/curriculum/year-iii-iv-continuum/,200
http://www.keck.usc.edu/wp-content/plugins/events-manager/includes/images/search-mag.png,200
http://www.keck.usc.edu/?p=1499,301
http://www.keck.usc.edu/category/news/radiology/,200
http://www.keck.usc.edu/wp-content/uploads/2014/10/icon-giving1.png,200
http://www.keck.usc.edu/education/student-services/,200
http://www.keck.usc.edu/events-2/2016-03-01/,200
http://www.keck.usc.edu/education/md-program/curriculum/required-scholarly-project/,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport03-sep2008.pdf,200
http://www.keck.usc.edu/education/md-program/diversity-inclusion/,200
http://www.keck.usc.edu/category/news/anesthesiology/,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport20-jul2012.pdf,200
http://www.keck.usc.edu/wp-content/uploads/2015/12/terrence-town-final.jpg,200
http://www.keck.usc.edu/events/an-evening-with-karen-cordova/,200
http://www.keck.usc.edu/2016/01/,200
http://www.keck.usc.edu/events-2/locations/,200
http://www.keck.usc.edu/research/about-keck-school-of-medicine-research/clinical-research/,200
http://www.keck.usc.edu/about-us/departments-institutes/basic-science-departments/,200
http://www.keck.usc.edu/category/recent/,200
http://www.keck.usc.edu/events/otolaryngology-grand-rounds-2016-03-04/,200
http://www.keck.usc.edu/education/phd-programs/programs/,200
http://www.keck.usc.edu/keck-school-professors-are-on-the-cutting-edge-of-microsurgical-techniques/,200
http://www.keck.usc.edu/education/md-program/contact-us/,200
http://www.keck.usc.edu/?p=7154,301
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport09-mar2010.jpg,200
http://www.keck.usc.edu/events/gene-environment-interaction-in-the-pathogenesis-of-pediatric-nafld/,200
http://www.keck.usc.edu/category/news/surgery/,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport03-sep2008.jpg,200
http://www.keck.usc.edu/wp-content/uploads/sites/9/2015/02/deansreport24-nov2013.jpg,200
http://www.keck.usc.edu/research/grants-funding/,200
http://www.keck.usc.edu/news/,200
http://www.keck.usc.edu/research/research-training-education/fellowship-opportunities/,200
http://www.keck.usc.edu/about-us/school-overview/,200
http://www.keck.usc.edu/2015/02/,200
